Product ID,Name,Price (₹),MRP (₹),Unit,Assigned Restaurant / Outlet (Type: Grocery / Wedson Restaurant / A.S. Restaurant / Bal Udyan Restaurant),Category Name,Tags,Stock Qty,Is Available (TRUE/FALSE)
cmqhufwcw000104joyujs402c,"Veggie Paneer Pizza",189,199,"Qty 1","A.S. Restaurant","Fruits & Vegetables","pizza, restaurant",999,TRUE
cmqhypc4i000104juf55gz7m2,"Virgin Mojito",80,80,"300 ml","A.S. Restaurant","Fruits & Vegetables","mocktails, mocktails, mocktail, coolers, cooler, mojito, veg, restaurant, restaurant",999,TRUE
cmqhz2aa5000404jufuw5zn2t,"Watermelon Mojito",80,80,"300 ml","A.S. Restaurant","Fruits & Vegetables","mocktails, mocktails, mocktail, coolers, cooler, mojito, veg, restaurant, restaurant",999,TRUE
cmrt5wctn000504jp1ofd17bd,"White Pasta",229,229,"1 Pc","Wedson Restaurant","Fruits & Vegetables","pasta, restaurant",999,TRUE
cmqighzcw000104l85q9krcrq,"White Sauce Pasta",125,125,"1 Plate","A.S. Restaurant","Fruits & Vegetables","italian-pasta, italian-pasta, italian-pastas, italian pasta's, pasta, veg, restaurant, restaurant",999,TRUE
cmqte4wuk000004jmx86hs0pz,"Bikaji Bhelpuri",48,50,"110 g","Grocery / Kirana","Snacks & Munchies","late-night",10,TRUE
cmqtfgjvb000004l2xaocex0u,"Bikano Aloo Bhujia",243,299,"1 kg","Grocery / Kirana","Snacks & Munchies","",0,TRUE
cmrelajg8000104l5fpbkpkzn,"Bikano Diet Mixture Namkeen ",199,225,"1 kg","Grocery / Kirana","Snacks & Munchies","",1,TRUE
cmqtf84xs000004l509yt28pd,"Bikano Navratan Mixture",225,285,"1 kg","Grocery / Kirana","Snacks & Munchies","",0,TRUE
cmrel7w6a000104l4z0cm589r,"Bikano Tasty Spicy Coated Peanuts Namkeen",279,299,"1 kg","Grocery / Kirana","Snacks & Munchies","",1,TRUE
cmsexlbo5000304jxtrf6b8vy,"Bingo Mad Angles Achari Masti",49,50,"1 Pc","Grocery / Kirana","Snacks & Munchies","",0,TRUE
cmqtcj98g000004l2dqk7g7c9,"Bingo Tedhe Medhe",20,20,"1 Packet","Grocery / Kirana","Snacks & Munchies","late-night",7,TRUE
cmsf0c6mk000105gyjifczmhp,"Britannia Bourbon",40,40,"1 Pc","Grocery / Kirana","Snacks & Munchies","",6,TRUE
cmsf296bq000104juk3ref4yl,"Britannia Choco Chill Cake",30,30,"100 g","Grocery / Kirana","Snacks & Munchies","snacks, snacks-munchies, cakes",44,TRUE
cmsf2agj5000204jut7vuss78,"Britannia Fruity Fun Cake",15,15,"1 Pc","Grocery / Kirana","Snacks & Munchies","snacks, snacks-munchies, cakes",59,TRUE
cmseyabfq000104lapc1iwm5d,"Britannia Good Day ",40,40,"248 g","Grocery / Kirana","Snacks & Munchies","",12,TRUE
cmsezwfcu000204l3bkowjw65,"Britannia Marie Gold",40,40,"1 Pc","Grocery / Kirana","Snacks & Munchies","",6,TRUE
cms33n48n000a04l4ceuermpo,"Britannia Pure Magic Cookie",159,170,"22 cookies","Grocery / Kirana","Snacks & Munchies","",0,TRUE
cms356tgf000o04jxeh99206q,"Cadbury Mini Treats",125,133,"15 units","Grocery / Kirana","Snacks & Munchies","",0,TRUE
cmsexp6ar000204jyjx9xwmo6,"Chocos Multigrain",75,75,"127 g","Grocery / Kirana","Snacks & Munchies","",2,TRUE
cmqt9buj6000004kt1vzrwy9b,"Dark Fantasy",159,170,"20 packs","Grocery / Kirana","Snacks & Munchies","grocery",2,TRUE
cmsf03k45000c04lag0fw7330,"Dark Fantasy Choco Fills",40,40,"1 Pc","Grocery / Kirana","Snacks & Munchies","grocery",8,TRUE
cms33io6f000504l47q8afxvh,"Dark Fantasy Choco Rolls",169,200,"20 Rolls","Grocery / Kirana","Snacks & Munchies","grocery",0,TRUE
cmqteaon8000004l2mu6ehzy5,"Haldiram Bhelpuri",39,47,"110 g","Grocery / Kirana","Snacks & Munchies","late-night",0,TRUE
cmsg0yvp8000504ihk5abkn3d,"Haldiram's All In One ",60,60,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",4,TRUE
cmsg1w55s000104jipnu83cwo,"Haldiram's Aloo Bhujia",55,55,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",5,TRUE
cmsg0lq54000104l4m8d4wvio,"Haldiram's Bhujia",60,60,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",6,TRUE
cmsg28viv000a04ju82rybp9p,"Haldiram's Boondi ",55,55,"200 g","Grocery / Kirana","Snacks & Munchies","Namkeen",1,TRUE
cmsg06sig001i04jp5tz8m99r,"Haldiram's CornFlakes Mixture ",80,80,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",6,TRUE
cmsg1g553000p04i3e3k3qlrz,"Haldiram's Kaju Mixture ",100,100,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",5,TRUE
cmsg176lf000804i3kqt5sa4v,"Haldiram's Kashmiri Mixture ",90,90,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",5,TRUE
cmsg1kar7000704kw9vtoryry,"Haldiram's Khatta Meetha",50,50,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",6,TRUE
cmsg2a4iz000j04jurjo2da84,"Haldiram's Masala Boondi",55,55,"200 g","Grocery / Kirana","Snacks & Munchies","Namkeen",2,TRUE
cmsg0arig001l04jp9pyc2wnt,"Haldiram's Moongfali Dal",60,60,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",5,TRUE
cmsg0efv0000e04ldgfgakgpu,"Haldiram's Navrattan",50,50,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",6,TRUE
cmsg0ueyq000204ih9m2ie9na,"Haldiram's Nut Cracker ",55,55,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",5,TRUE
cmsg22p4t000604juo2cquglu,"Haldiram's Nut Crusher",65,65,"200 g","Grocery / Kirana","Snacks & Munchies","Namkeen",3,TRUE
cmsg0pstz001p04jpuc18hopt,"Haldiram's Panchratan",100,100,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",6,TRUE
cmsg1a35o001504ldwd7zmy9l,"Haldiram's Shahi Dal Biji",65,65,"1 Pc","Grocery / Kirana","Snacks & Munchies","Namkeen",6,TRUE
cmseyjkwg000404lacwj6bqsj,"Haldiram's Soan Papdi",320,320,"1 kg","Grocery / Kirana","Snacks & Munchies","",6,TRUE
cmreofrw4000004jvy9ueeesm,"Lotte Choco Pie",159,180,"336 g","Grocery / Kirana","Snacks & Munchies","",1,TRUE
cmqtcg3ut000004l2jt1qqpi6,"Oreo Biscuits ( Jumbo Pack)",119,144,"5 packs ( 459.25 g)","Grocery / Kirana","Snacks & Munchies","late-night",2,TRUE
cmrenhem8000104ky2atxvg3q,"Parle Hide & Seek Biscuits ",129,150,"413 g","Grocery / Kirana","Snacks & Munchies","",5,TRUE
cmrel1kxv000004l43n9jeozj,"Parle-G Biscuits",95,100,"800 g","Grocery / Kirana","Snacks & Munchies","",1,TRUE
cmsf1nwzv000204jr0nl66n7o,"Seeds, Nuts & Berries",349,349,"1 Pc","Grocery / Kirana","Snacks & Munchies","",2,TRUE
cmqtg5whp000004jsc03h7g3a,"Sunfeast Dark Fantasy Choco Creme Dark Crunch Cookies",85,98,"237 gm","Grocery / Kirana","Snacks & Munchies","grocery",0,TRUE
cms34p5u2000404kzd3rohogw,"Unibic Choco Chip Cookies",179,200,"5 packs","Grocery / Kirana","Snacks & Munchies","",2,TRUE
cmrene9nf000104i81ffb8t61,"Unibic Cookies ",25,30,"67.5 g","Grocery / Kirana","Snacks & Munchies","",7,FALSE
cms3552qc000g04jxztodgnz3,"Yogabar 10 g Blueberry protein bar ",49,100,"3","Grocery / Kirana","Snacks & Munchies","",0,TRUE
cmqtcp6lt000004ldrohmjs8l,"Clean And Clear Foaming Facewash For Oily Skin",349,539,"240 ml","Grocery / Kirana","Personal Care","Facewash",1,TRUE
cmrej5cm3000104jpp36pvbzt,"Colgate MaxFresh",249,280,"Combo Pack (150 g + 150 g)","Grocery / Kirana","Personal Care","",0,TRUE
cmrejbffl000104laz68dljsp,"Colgate Strong Teeth Anticavity Toothpaste",279,310,"Super Saver (200g + 200g + 100g)","Grocery / Kirana","Personal Care","",1,TRUE
cmrejth5r000404l7md0h33f0,"Dabur Red Gel Toothpaste ",249,270,"300 g","Grocery / Kirana","Personal Care","",1,TRUE
cmsgj5tmw000304jrzz16ro9p,"Detol Soap (4 pc)",217,217,"4 * 150 g","Grocery / Kirana","Personal Care","",2,TRUE
cmsgj7mhy000404jrh5lrezub,"Detol Soap (5 pc)",182,182,"5*100 g","Grocery / Kirana","Personal Care","",2,TRUE
cmqtd88q6000004jxfs2p9oyn,"Himalaya Purifying Neem Face Wash | 200 ml",299,449,"200ml","Grocery / Kirana","Personal Care","Facewash",1,TRUE
cmqtdgjzr000004jxxla4r33g,"Mamaearth Onion Shampoo for Hair Growth",445,599,"400ml","Grocery / Kirana","Personal Care","personal-care, skincare",1,TRUE
cmqtefl4h000004l5fb53jgae,"Mamaearth Rice Dewy Bright Face",349,449,"150 ml","Grocery / Kirana","Personal Care","personal-care, skincare",1,TRUE
cmqtd1l5f000004l51hq0pqav,"Nivea Men All In One Charcoal with Vitamin C",130,149,"50gm","Grocery / Kirana","Personal Care","Facewash",0,TRUE
cmqtfjedn000104l2em2hjv7o,"NIVEA MEN Dark Spot Reduction Face Wash",125,129,"50 gm","Grocery / Kirana","Personal Care","",1,TRUE
cmqtdl8t0000004jms34soh6u,"Pears Original Glycerin Soap Bar - Pure & Gentle Glow",310,379,"5 soaps","Grocery / Kirana","Personal Care","bathing-soap",1,TRUE
cmqtdwi2m000004jxox2csqny,"Red Paste |Family Saver Pack",159,213,"300gm","Grocery / Kirana","Personal Care","",1,TRUE
cmqtekmtv000004lb46usaw8h,"The Derma Co Sali-Cinamide Anti-Acne Face Wash",349,449,"150 ml","Grocery / Kirana","Personal Care","Facewash, popular",1,TRUE
cmqp3neih000004jsnv9lhefg,"Black Forest Cake",230,250,"1 Pc","Grocery / Kirana","Bakery ","bakery, cake, cakes",76,TRUE
cmqp38kbo000004lbx0wovsdf,"Butterscotch Cake",230,250,"1 Pc","Grocery / Kirana","Bakery ","bakery, cake, cakes",78,TRUE
cmqp3fsy0000004lbqhvbyj82,"Chocolate Cake",230,250,"1 Pc","Grocery / Kirana","Bakery ","bakery, cake, cakes",73,TRUE
cmqp3k9re000004l8mxlhk3mb,"Pineapple Cake",230,250,"1 Pc","Grocery / Kirana","Bakery ","bakery, cake, cakes",99999,TRUE
cmqtfuqxh000104jsyk7czg6j,"ACT II Classic Salted Popcorn",60,72,"165 gm","Grocery / Kirana","Grocery Essential ","",2,TRUE
cmqtfyr11000004i5u33qronp,"ACT II Golden Sizzle Salted Popcorn",60,72,"165 gm","Grocery / Kirana","Grocery Essential ","",2,TRUE
cmsf23jrd000204jobszmsl4t,"Bourn Vita",263,263,"500 g","Grocery / Kirana","Grocery Essential ","",2,TRUE
cmqtdog5t000104jm15hzanv1,"Ching's Manchurian Instant Noodles ",69,80,"256 g","Grocery / Kirana","Grocery Essential ","late-night",1,TRUE
cmreitwuh000304jparp8hpp2,"Closeup Toothpaste ",229,260,"150 g + 150 g (Mega Saver Pack)","Grocery / Kirana","Grocery Essential ","",0,TRUE
cmrellgj2000004ie6k7pu2bv,"Good Life Roasted Flax Seed",99,140,"100 g","Grocery / Kirana","Grocery Essential ","seeds",1,TRUE
cmrelj20k000204l6tyc2aljn,"Good Life Roasted Pumpkin Seed",115,120,"100 g","Grocery / Kirana","Grocery Essential ","seeds",0,TRUE
cmrelpiyw000304l5j77plw58,"Good Life Roasted Sunflower Seed",135,140,"100 g","Grocery / Kirana","Grocery Essential ","seeds",0,TRUE
cmqtgauyi000104l5hl2u7t1a,"Good Life Sugar 1 kg Pack",43,60,"1 kg","Grocery / Kirana","Grocery Essential ","",0,TRUE
cmrekwz3o000004l5b5q3473s,"Good Life Value Almond",529,550,"500 g","Grocery / Kirana","Grocery Essential ","",1,TRUE
cmrekrbes000004l4kmf0wjl3,"Kaju (Good Life W240 Cashew)",629,645,"400 g","Grocery / Kirana","Grocery Essential ","",2,TRUE
cmqteq1cl000004jrigoj1ysv,"Kellogg's Multigrain Chocos ",129,140,"168 g","Grocery / Kirana","Grocery Essential ","late-night",1,TRUE
cmqtfrnl0000004jsjt7ydxgp,"Kissan Mixed Fruit Jam",25,25,"95gm","Grocery / Kirana","Grocery Essential ","Jam, breakfast",6,TRUE
cmrekl5ex000004ie6e5cozcb,"Pista (Roasted & Salted Pistachio)",749,799,"400 g","Grocery / Kirana","Grocery Essential ","",2,TRUE
cmqtf4qcj000004l22q1v2zyj,"Saffola Masala Oats ",250,260,"550gm","Grocery / Kirana","Grocery Essential ","breakfast, popular",0,TRUE
cmseyzs74000104jqeubyjdxg,"Saffola Oats",62,62,"200 g","Grocery / Kirana","Grocery Essential ","",6,TRUE
cmrek2k6c000104jr73my2hqm,"Veeba Tomato Ketchup ",129,150,"1 kg","Grocery / Kirana","Grocery Essential ","",0,TRUE
cmrek7wd7000004l4vn5tmqhs,"Veeba Veg Mayonnaise",199,225,"800 g","Grocery / Kirana","Grocery Essential ","",2,TRUE
cmqtg8ew2000004l5h39aolgh,"Veeba Veg Tandoori Mayonnaise",35,50,"15 gm","Grocery / Kirana","Grocery Essential ","",0,TRUE
cmqtdgum1000104jx7dm5f588,"Women's Muesli",199,350,"350 g","Grocery / Kirana","Grocery Essential ","",1,TRUE
cmqtd3m0b000104l5j8v2fkur,"Yogabar Millet Museli ",239,285,"450 g","Grocery / Kirana","Grocery Essential ","",1,FALSE
cmsgjtnfq000404l72j899uzc,"All Out Combo (Machine+ Refill)",105,105,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","",5,TRUE
cmsgjnci7000104l7fv3c77zw,"All Out Refill ",85,85,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","",15,TRUE
cmsgi55h0000104l7uddh1eup,"Detol Handwash",109,109,"675 ml","Grocery / Kirana","Home Needs and Cleaning ","",2,TRUE
cmrv2i6hq000704jv73hzzv5d,"Emokleen Dishwash Liquid ",51,89,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",20,TRUE
cmrv1cceg000604ibzcik3st3,"Emokleen Dishwash Liquid ",51,89,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",20,TRUE
cmrv0w73c000304lanq1ougrk,"Emokleen Dishwash Tub",50,60,"400 gm","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",10,TRUE
cmrv25a2m000104l9taxwdqvl,"Emokleen Floor Cleaner Lavender Fresh",60,99,"1 L","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",9,TRUE
cmrv16z41000204jlyt9j6oa1,"Emokleen Glass Cleaner ",53,70,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",20,TRUE
cmrv1x8zu000604jtqkzmlp93,"Emokleen Hand Gel",66,89,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",20,TRUE
cmrv2dlqu000204l8t315b344,"Emokleen Toilet Cleaner ",44,49,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","Home Cleaning",17,TRUE
cmrv297zk000204l6d5tvi9bc,"Floor Cleaner Rose Fresh",68,99,"1 L","Grocery / Kirana","Home Needs and Cleaning ","",10,TRUE
cmsgjzacy000304l8sbl2mtj5,"Good Night Combo (Machine+ Refill)",105,105,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","",5,TRUE
cmsgiejgn000304l7kgikvngl,"Good Night Fast Card",10,10,"60","Grocery / Kirana","Home Needs and Cleaning ","",60,TRUE
cmsgjptyn000304l77sm6iu92,"Good Night Refill",85,85,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","",15,TRUE
cmsgk1bip000504l8vfuy8vfy,"Mortein Combo  (Machine+ Refill)",100,100,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","",5,TRUE
cmsgikdan000104jtdg06y5n7,"Odonil Set",212,212,"1 Pc","Grocery / Kirana","Home Needs and Cleaning ","",2,TRUE
cmsep9wtz000204k48kbtzwww,"Amul Dark Chocolate ",179,180,"150 g","Grocery / Kirana","Chocolates","chocolates, sweets",3,TRUE
cmsephfz9000h04l8oy33s94b,"Amul Dark Chocolate ",45,45,"35 g","Grocery / Kirana","Chocolates","chocolates, sweets",7,TRUE
cmsfs7ikc000404jrbhtlgwmm,"Cadbury Celebrations",160,160,"153 g","Grocery / Kirana","Chocolates","",2,TRUE
cmsfsbyng000504jpv21qhtcj,"Cadbury Celebrations ",50,50,"55 g","Grocery / Kirana","Chocolates","",3,TRUE
cmsfs4xqd000104jroyxyp16n,"Cadbury Celebrations ",110,110,"110 g","Grocery / Kirana","Chocolates","",4,TRUE
cmsepnhwh000k04l80entfbof,"Cadbury Crespelo",20,20,"20 g","Grocery / Kirana","Chocolates","",9,TRUE
cmsept0ks000p04l8urkysntd,"Cadbury Fuse",45,45,"43 g","Grocery / Kirana","Chocolates","",14,TRUE
cmseq6sch000r04l551ub154j,"Dairy Milk ",99,100,"112 g","Grocery / Kirana","Chocolates","",6,TRUE
cmsepzedu000k04l5lam5jyfg,"Dairy Milk ",20,20,"20 g","Grocery / Kirana","Chocolates","",21,TRUE
cmseq9luh000204iamj8ennfd,"Dairy Milk ",45,45,"45 g","Grocery / Kirana","Chocolates","",15,TRUE
cmqum8wtq000604jsdv3omtl5,"Dairy Milk Silk",89,90,"52 g","Grocery / Kirana","Chocolates","",21,TRUE
cmser0vna000504jr102sn4nb,"Dairy Milk Silk ",204,205,"129 g","Grocery / Kirana","Chocolates","",14,TRUE
cmser9kro000e04l8ugadrg2g,"Five Star Oreo",45,45,"42 g","Grocery / Kirana","Chocolates","",15,TRUE
cmseri48x000p04l4qvqclc76,"KitKat ",50,50,"1 Pc","Grocery / Kirana","Chocolates","",14,TRUE
cmserglqo000m04l4g1tvs0cs,"KitKat Chocolate ",30,30,"1 Pc","Grocery / Kirana","Chocolates","chocolates, sweets",7,TRUE
cmsert0x3000404jlps6gfj2o,"Milky Bar",40,40,"1 Pc","Grocery / Kirana","Chocolates","",7,TRUE
cmsezpx58000104jwaew9hi8q,"Silk Cadbury  Celebration  ",350,350,"1 Pc","Grocery / Kirana","Chocolates","",3,TRUE
cmqtcz0y0000004l261ha4iw4,"Yogabar Protein Oats - Dark Chocolate ",149,200,"250 g","Grocery / Kirana","Chocolates","chocolates, sweets",0,TRUE
cmt01o7a0000104k00cc7emu4,"Choclate Peanut Butter ",159,159,"227 g","Grocery / Kirana","Dry Fruits & Superfoods","",0,TRUE
cmt038rpx000604ie3rk0ryf1,"Chocolate Horlicks ",249,249,"500 g","Grocery / Kirana","Dry Fruits & Superfoods","",1,TRUE
cmt01v6n1000704l2gjrpr6qg,"Chocolate Peanut Butter ",319,319,"510 g","Grocery / Kirana","Dry Fruits & Superfoods","",2,TRUE
cmsf1ur92000704jrzlzobi17,"Cornflour ",28,28,"100 g","Grocery / Kirana","Kitchen Needs","",5,TRUE
cmsf1zq8w000004jot327m8r7,"Custard ",35,35,"100 g","Grocery / Kirana","Kitchen Needs","",6,TRUE
cmsfvyjaz000k04l17auev6dx,"Everest Black Pepper ",92,92,"50 g","Grocery / Kirana","Kitchen Needs","",9,TRUE
cmsfvgwpe000704l7acjqge0x,"Everest Chicken Masala ",49,49,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfvcxjv000504l7qa5atmoz,"Everest Chole Masala ",46,46,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfw01n2000l04l1yfq4rcj4,"Everest Hing ",143,143,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfvuvhm000g04l1oruqmana,"Everest Kashmiri Lal Mirch",65,65,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfvxho9000i04l1v3hfzqn2,"Everest Kasuri Methi",30,30,"25 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfv2dpd000d04juvooci2m7,"Everest Kitchen King ",48,48,"50 g","Grocery / Kirana","Kitchen Needs","",9,TRUE
cmsfvqbgo000i04l76d7o9hgb,"Everest Meat Masala ",49,49,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfvotox000t04jvdhhrbm44,"Everest Pav Bhaji Masala ",48,48,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfvehlw000604l7jqvutk69,"Everest Raita-Dahivada Masala",42,42,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsfvrlv2000a04l1fui0rn9x,"Everest Sabji Masala ",39,39,"50 g","Grocery / Kirana","Kitchen Needs","",9,TRUE
cmsfvaj3u000404l7abwnqks2,"Everest Sambhar Masala ",46,46,"50 g","Grocery / Kirana","Kitchen Needs","",8,TRUE
cmt02icm8000004ihrqbsr5si,"Kissan Mixed Fruit Jam",90,90,"200 g","Grocery / Kirana","Kitchen Needs","",5,TRUE
cmsggu65w000004l754u12zzw,"Namaste India Desi Ghee",250,250,"335 ml","Grocery / Kirana","Kitchen Needs","",2,TRUE
cmsf1r4pn000504jrfidjx7eb,"Rex Baking Powder ",32,32,"100 g","Grocery / Kirana","Kitchen Needs","",6,TRUE
cmt035jtw000c04l2nbagb2lm,"Taaza Tea",55,55,"250 g","Grocery / Kirana","Kitchen Needs","",2,TRUE
cmsfvnfn3000s04jvsxj2a9hv,"Tandoori Chicken Masala ",52,52,"50 g","Grocery / Kirana","Kitchen Needs","",10,TRUE
cmsf0pobj000004l28ebu25e1,"Britannia Toast",50,50,"1 Pc","Grocery / Kirana","Instant Foods","",57,TRUE
cmsfxjwoc000504juwveefmoj,"Dalia ",45,45,"500 g","Grocery / Kirana","Instant Foods","",4,TRUE
cmsgiul56000004jrzd9ppdut,"Funfoods Pasta & Pizza Red Sauce",45,45,"100 g","Grocery / Kirana","Instant Foods","",11,TRUE
cmsgisxr3000104kylbb8na15,"Funfoods Veg Mayonnaise",49,49,"1 Pc","Grocery / Kirana","Instant Foods","",11,TRUE
cmsfxyr3o000804lah96mld4u,"Fusilli Pasta",79,140,"400 g","Grocery / Kirana","Instant Foods","",6,TRUE
cmt027k0f000904l2cw1h05rm,"Knorr Soup",55,55,"40 g","Grocery / Kirana","Instant Foods","",5,TRUE
cmsfxhbj7000e04jpquezx1mh,"Macaroni ",59,59,"400 g","Grocery / Kirana","Instant Foods","",5,TRUE
cmqt9hfjp000004l21h70mkkw,"Maggi",115,120,"1 Pack (560 gm)","Grocery / Kirana","Instant Foods","late-night",0,TRUE
cmsgh3rdl000204l70p19seqi,"Nutrela Soya Mini Chunks",47,47,"200 g","Grocery / Kirana","Instant Foods","",5,TRUE
cmsfy0b2u000004jo3kn1e5l6,"Penne Pasta",86,132,"400 g","Grocery / Kirana","Instant Foods","",5,TRUE
cmsggxjpq000104ld3vt1wph3,"Poha",79,89,"500 g","Grocery / Kirana","Instant Foods","",5,TRUE
cmsfx6igt000304jrd8qzc5i6,"Quaker Oats",60,60,"1 Pc","Grocery / Kirana","Instant Foods","",6,TRUE
cmt03g7hl000404ihu5frweun,"Saffola Classic Masala Oats",230,230,"500 g","Grocery / Kirana","Instant Foods","",0,TRUE
cmt03hzx7000504jm5628hoxp,"Saffola Peppy Tomato Masala Oats",230,230,"500 g","Grocery / Kirana","Instant Foods","",1,TRUE
cmt03h6it000304jmbakyunpb,"Saffola Veggie Twist Masala Oats",230,230,"500 g","Grocery / Kirana","Instant Foods","",2,TRUE
cmsfxpff7000404lanot2x4jw,"Sewai",55,55,"400 g","Grocery / Kirana","Instant Foods","",4,TRUE
cmqtcqern000004jmvuhlzw4j,"Yippee! Noodles ",90,90,"6 in one pack (436.6 g)","Grocery / Kirana","Instant Foods","late-night",3,TRUE
cmrefnaa4000104jquhmfplg7,"YiPPee! Noodles ",169,180,"726 g ( 10 individual packs)","Grocery / Kirana","Instant Foods","",2,TRUE
